merchant_name,expense,category,mcc,amount,date
ABC Water,Utilities,Utilities,,73.84,2023-04-29
Uptown Rentals,Rent,Housing,,300,2023-03-09
Nintendo,Electronics,Gaming,,944.67,2023-04-12
Uniqlo,Clothes,Apparel,,226.72,2023-03-21
H&M,Clothes,Apparel,,201.99,2023-03-21
Main Street Condos,Rent,Housing,,300,2023-04-25
ABC Apartments,Rent,Housing,,300,2023-03-18
Apple Store,Electronics,Gaming,,665.86,2023-04-14
ABC Apartments,Rent,Housing,,300,2023-03-05
Aliexpress,Electronics,Electronics,,89.16,2023-04-19
Apple Store,Electronics,Mobile Accessories,,700.7,2023-04-16
Walmart,Health,Pharmaceuticals,,184.36,2023-03-07
Amazon,Electronics,Mobile Accessories,,490.78,2023-04-14
ABC Apartments,Rent,Housing,,300,2023-03-30
XYZ Housing,Rent,Housing,,300,2023-04-23
Uptown Rentals,Rent,Housing,,300,2023-04-11
Amazon,Health,Pharmaceuticals,,384.96,2023-04-08
Home Depot,MISC,Variety Stores,,0,2023-04-24
Puma,Clothes,Commercial Footwear,,73.32,2023-03-16
ABC Water,Utilities,Utilities,,186.22,2023-04-10
AMC Theaters,Entertainment,Exhibits,7996,95.58,2023-04-27
XYZ Housing,Rent,Housing,,300,2023-04-22
XYZ Electricity,Utilities,Utilities,,64.26,2023-04-12
TGI Fridays,Food,Meals,,88.77,2023-05-13
XYZ Electricity,Utilities,Utilities,,91.09,2023-05-01
Target,MISC,Miscellaneous,,0,2023-05-15
XYZ Electricity,Utilities,Utilities,,117.02,2023-05-14
CVS,Health,Drug Stores,,17.95,2023-04-23
AMC Theaters,Entertainment,Amusement/Theme Parks,7991,19.26,2023-03-29
City Hospital,MISC,Stationery Goods,,0,2023-03-09
Walmart,Electronics,Electronics,5728,1711.06,2023-04-24
MNO Gas,Utilities,Utilities,,130.13,2023-04-12
City Park,Entertainment,Fair,,21.25,2023-04-07
Tobu Zoo,Entertainment,Theaters,,94.13,2023-04-27
Tobu Zoo,Entertainment,Motion Pictures,,32.05,2023-03-22
Uptown Rentals,Rent,Housing,,300,2023-03-12
XYZ Electricity,Utilities,Utilities,,124.96,2023-04-26
McDonalds,Food,Bars,,117.32,2023-04-13
Aliexpress,Electronics,Mobile Accessories,5727,541.2,2023-05-09
ABC Apartments,Rent,Housing,,300,2023-03-07
Aliexpress,Clothes,Commercial Footwear,,90.43,2023-04-21
Yellow Cab,Transportation,Local Transit,,5.86,2023-04-04
ABC Apartments,Rent,Housing,,300,2023-03-06
Juicy,Food,Fast Food Restaurants,,53.85,2023-05-05
Lyft,Transportation,Public Transportation,,6.6,2023-03-26
ABC Apartments,Rent,Housing,,300,2023-05-15
Apple Store,Electronics,Computer Software Stores,,1890.03,2023-03-27
ABC Apartments,Rent,Housing,,300,2023-05-12
Amazon,Health,Drug Stores,,332.7,2023-04-29
Cabbie,Transportation,Public Transportation,,17.77,2023-03-16
Main Street Condos,Rent,Housing,6513,300,2023-04-09
Mo's Motel,MISC,Department Stores,,0,2023-04-10
Amazon,Health,Health,,286.72,2023-03-13
Museum of History,Entertainment,Motion Pictures,,74.64,2023-04-23
Uptown Rentals,Rent,Housing,6513,300,2023-03-19
Macy's,Clothes,Accessories,,163.57,2023-04-12
Walmart,Health,Health,,468.3,2023-04-06
Burger King,Food,Dining,,110.91,2023-03-11
Amazon,MISC,Variety Stores,,0,2023-04-15
Walmart,Health,Drug Stores,,359.08,2023-05-12
Walmart,MISC,Wholesale Clubs,6714,0,2023-04-29
Seven Eleven,Groceries,Supermarkets,,27.67,2023-03-28
Uptown Rentals,Rent,Housing,,300,2023-04-22
Uniqlo,Clothes,Clothing & Shoes,,48.58,2023-04-02
Megamart,Groceries,Supermarkets,,33.12,2023-04-06
Amazon,Groceries,Convenience Stores,,9.19,2023-03-15
Sega,Electronics,Gaming,,578.27,2023-04-29
City Park,Entertainment,Carnival,7998,79.34,2023-04-04
Mo's Motel,MISC,Wholesale Clubs,,0,2023-03-26
Amazon,Electronics,Gaming,,1332.11,2023-04-02
MNO Gas,Utilities,Utilities,,76.66,2023-03-26
Main Street Condos,Rent,Housing,,300,2023-04-14
CVS,Health,Pharmaceuticals,,221.45,2023-03-13
ABC Apartments,Rent,Housing,,300,2023-03-24
Amazon,Groceries,Convenience Stores,5441,88.15,2023-04-15
Uptown Rentals,Rent,Housing,,300,2023-03-22
MNO Gas,Utilities,Utilities,,196.4,2023-05-03
XYZ Housing,Rent,Housing,,300,2023-04-12
Uptown Rentals,Rent,Housing,,300,2023-04-10
CVS,Health,Health,5912,44.95,2023-03-06
Office Depot,MISC,Stationery Goods,,0,2023-03-10
Cabbie,Transportation,Taxi Cabs,4606,12.36,2023-04-22
Nike,Clothes,Men's Clothing,,85.15,2023-03-24
Lyft,Transportation,Local Transit,,6.17,2023-03-12
City Park,Entertainment,Carnival,,94.48,2023-05-13
XYZ Electricity,Utilities,Utilities,,163.59,2023-03-20
Ikea,MISC,Department Stores,,0,2023-04-14
Burger King,Food,Fast Food Restaurants,,137.47,2023-03-13
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-04-20
Dentist,MISC,Miscellaneous,,0,2023-03-24
JUTC,Transportation,Local Transit,,5.69,2023-03-14
TGI Fridays,Food,Meals,,123.73,2023-04-03
Yellow Cab,Transportation,Public Transportation,,15.88,2023-04-19
Apple Store,Electronics,Mobile Accessories,,1605.46,2023-04-29
Adidas,Clothes,Men's Clothing,,164.09,2023-04-08
McDonalds,Food,Bars,,21.73,2023-03-11
XYZ Electricity,Utilities,Utilities,,123.08,2023-04-09
Target,Food,Fast Food Restaurants,,5.19,2023-05-14
Walmart,Clothes,Clothing & Shoes,,207.55,2023-04-26
XYZ Electricity,Utilities,Utilities,,155.16,2023-04-17
Aliexpress,Electronics,Gaming,,1344.23,2023-03-19
JUTC,Transportation,Local Transit,,6.73,2023-03-03
Tobu,Groceries,Convenience Stores,,66.1,2023-03-27
Target,Groceries,Convenience Stores,5422,49.81,2023-03-09
Carib,Entertainment,Exhibits,7996,27.14,2023-03-07
Yellow Cab,Transportation,Public Transportation,,12.96,2023-03-14
Seven Eleven,Groceries,Supermarkets,,80.87,2023-03-03
Zara,Clothes,Men's Clothing,,269.49,2023-03-26
Walmart,Health,Drug Stores,,158.49,2023-03-06
ABC Water,Utilities,Utilities,,121.13,2023-04-20
eBay,MISC,Miscellaneous,,0,2023-03-27
KFC,Food,Meals,5813,63.3,2023-04-15
Disney Land,Entertainment,Theaters,,56.25,2023-03-04
PQR Internet,Utilities,Utilities,,147.28,2023-03-10
Nintendo,Electronics,Mobile Accessories,,947.74,2023-03-04
ABC Water,Utilities,Utilities,,91.76,2023-05-11
Target,Groceries,Convenience Stores,5411,5.75,2023-03-05
XYZ Housing,Rent,Housing,6513,300,2023-05-07
Dollar General,Groceries,Miscellaneous Food Stores,,149.07,2023-05-15
Target,Food,Restaurant & Dining,,99.36,2023-04-08
Amazon,Clothes,Accessories,,205.51,2023-03-12
Walmart,Electronics,Mobile Accessories,,1130.76,2023-03-17
Aliexpress,Electronics,Mobile Accessories,,1064.01,2023-03-20
Uniqlo,Clothes,Apparel,,60.06,2023-04-26
Tobu,Groceries,Convenience Stores,,101.7,2023-05-07
Subway,Food,Bars,5814,25.16,2023-05-14
Tobu Zoo,Entertainment,Carnival,7832,70.41,2023-03-07
Family Mart,Groceries,Supermarkets,,123.46,2023-05-02
ABC Apartments,Rent,Housing,6513,300,2023-04-02
Zara,Clothes,Apparel,,108.06,2023-03-23
Main Street Condos,Rent,Housing,,300,2023-04-21
Yellow Cab,Transportation,Bus Lines,,7.81,2023-04-30
Aliexpress,Clothes,Commercial Footwear,,104.23,2023-04-20
Walmart,Health,Health,,210.67,2023-04-11
Family Mart,Groceries,Supermarkets,,142.11,2023-03-27
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-05-03
Gap,Clothes,Clothing & Shoes,5656,53.3,2023-03-13
CVS,Health,Drug Stores,,10.3,2023-03-12
Tasty's,Food,Dining,,64.98,2023-03-27
Costco,MISC,Wholesale Clubs,,0,2023-05-02
JUTC,Transportation,Taxi Cabs,,6.01,2023-03-19
Yellow Cab,Transportation,Local Transit,4742,13.08,2023-03-08
ABC Water,Utilities,Utilities,,58.65,2023-03-15
Amazon,Health,Pharmaceuticals,,332.32,2023-03-22
MNO Gas,Utilities,Utilities,,138.55,2023-03-30
Amazon,Clothes,Accessories,,102.92,2023-03-19
ABC Apartments,Rent,Housing,,300,2023-05-10
Donquiote,Clothes,Accessories,,20.83,2023-05-06
Walmart,Groceries,Markets,,67.26,2023-03-19
Donquiote,Clothes,Accessories,,45.95,2023-03-23
Dollar General,Groceries,Markets,,22.08,2023-04-22
Walmart,Food,Fast Food Restaurants,,57.35,2023-03-30
Disney Land,Entertainment,Theaters,7832,38.04,2023-04-02
Burger King,Food,Meals,5814,46.13,2023-03-18
Yellow Cab,Transportation,Public Transportation,,8.21,2023-03-17
Main Street Condos,Rent,Housing,,300,2023-03-15
XYZ Electricity,Utilities,Utilities,,169.98,2023-05-08
Puma,Clothes,Apparel,,148.02,2023-03-05
MNO Gas,Utilities,Utilities,,129.0,2023-04-22
Amazon,Health,Pharmaceuticals,,481.2,2023-05-06
Holiday Inn,MISC,Department Stores,,0,2023-03-06
ABC Water,Utilities,Utilities,,116.72,2023-05-07
PQR Internet,Utilities,Utilities,,122.05,2023-04-16
Dollar General,Groceries,Convenience Stores,,13.48,2023-04-23
Tobu,Groceries,Convenience Stores,,134.21,2023-03-18
Walmart,Health,Pharmaceuticals,,418.09,2023-03-16
XYZ Electricity,Utilities,Utilities,,153.91,2023-03-27
Walmart,Health,Pharmaceuticals,5912,267.96,2023-03-15
JUTC,Transportation,Taxi Cabs,4484,18.34,2023-03-28
Tasty's,Food,Fast Food Restaurants,5813,84.13,2023-03-23
Carib,Entertainment,Tourist Attractions,7832,18.41,2023-05-01
Subway,Food,Meals,5814,121.54,2023-03-01
Cabbie,Transportation,Local Transit,,16.1,2023-05-07
Cabbie,Transportation,Bus Lines,,14.14,2023-03-16
Museum of History,Entertainment,Theaters,,70.56,2023-04-19
Amazon,Health,Health,,33.77,2023-04-03
Sony,Electronics,Mobile Accessories,,90.76,2023-04-29
Megamart,Groceries,Convenience Stores,5462,118.14,2023-04-19
Regal Cinemas,Entertainment,Carnival,,61.0,2023-04-04
Subway,Food,Dining,,76.88,2023-03-16
Amazon,Groceries,Convenience Stores,,31.41,2023-05-12
City Bus,Transportation,Bus Lines,,18.71,2023-04-16
eBay,MISC,Wholesale Clubs,,0,2023-03-02
Tobu,Groceries,Supermarkets,,90.5,2023-04-26
Aliexpress,MISC,Miscellaneous,,0,2023-04-18
Sony,Electronics,Electronics,,1868.76,2023-04-01
XYZ Electricity,Utilities,Utilities,,131.49,2023-04-05
Walmart,Electronics,Gaming,,409.22,2023-04-05
Walmart,Health,Health,,135.01,2023-03-12
City Bus,Transportation,Taxi Cabs,,15.26,2023-05-07
Nike,Clothes,Clothing & Shoes,,80.29,2023-03-11
Main Street Condos,Rent,Housing,,300,2023-04-04
PQR Internet,Utilities,Utilities,,149.76,2023-05-01
CVS,Health,Health,,45.88,2023-03-03
Panasonic,Electronics,Computer Software Stores,,1232.3,2023-04-10
Uptown Rentals,Rent,Housing,,300,2023-03-22
XYZ Housing,Rent,Housing,,300,2023-04-15
JUTC,Transportation,Public Transportation,4716,19.48,2023-04-06
McDonalds,Food,Bars,,116.14,2023-03-04
Main Street Condos,Rent,Housing,,300,2023-04-22
Mo's Motel,MISC,Miscellaneous,,0,2023-05-09
AMC Theaters,Entertainment,Exhibits,7991,82.86,2023-03-26
City Bus,Transportation,Bus Lines,,19.3,2023-03-17
ABC Apartments,Rent,Housing,,300,2023-03-06
Tobu Zoo,Entertainment,Amusement/Theme Parks,,41.58,2023-03-08
XYZ Electricity,Utilities,Utilities,,88.34,2023-03-17
Amazon,Clothes,Men's Clothing,,25.93,2023-04-09
Uber,Transportation,Bus Lines,,6.34,2023-03-07
Sony,Electronics,Computer Software Stores,,103.73,2023-03-14
Aliexpress,Clothes,Men's Clothing,5666,213.47,2023-03-19
TGI Fridays,Food,Dining,,58.19,2023-05-14
MNO Gas,Utilities,Utilities,4924,154.07,2023-03-16
TGI Fridays,Food,Dining,,8.53,2023-03-12
Walmart,Groceries,Convenience Stores,5422,97.83,2023-04-17
Family Mart,Groceries,Specialty Food Markets,,105.72,2023-04-12
Carib,Entertainment,Amusement/Theme Parks,,69.01,2023-04-26
Nike,Clothes,Clothing & Shoes,,22.81,2023-03-31
CVS,Health,Health,,359.4,2023-03-24
Burger King,Food,Dining,5812,8.58,2023-04-08
PQR Internet,Utilities,Utilities,,103.87,2023-04-03
Aliexpress,Electronics,Mobile Accessories,,1241.55,2023-04-24
ABC Apartments,Rent,Housing,6513,300,2023-05-01
ABC Water,Utilities,Utilities,,163.76,2023-05-10
Amazon,Electronics,Electronics,,1331.02,2023-03-06
Family Mart,Groceries,Convenience Stores,,89.04,2023-05-07
Uniqlo,Clothes,Apparel,,233.94,2023-03-04
Tobu,Groceries,Supermarkets,5462,18.09,2023-03-03
City Park,Entertainment,Motion Picture Theaters,,30.81,2023-03-28
eBay,MISC,Wholesale Clubs,,0,2023-03-28
MNO Gas,Utilities,Utilities,,76.48,2023-04-09
Trader joe's,Groceries,Convenience Stores,5422,88.98,2023-03-08
Target,Groceries,Convenience Stores,,94.57,2023-03-13
Walmart,Health,Pharmaceuticals,,293.62,2023-03-21
Yellow Cab,Transportation,Taxi Cabs,,14.58,2023-03-10
Walmart,Health,Health,,397.99,2023-04-28
Uptown Rentals,Rent,Housing,,300,2023-04-09
CVS,Health,Health,,211.58,2023-04-30
Amazon,Groceries,Miscellaneous Food Stores,,87.29,2023-04-17
Samsung,Electronics,Computer Software Stores,,1230.95,2023-05-02
Family Mart,Groceries,Markets,,19.9,2023-03-12
Target,Clothes,Commercial Footwear,,135.71,2023-03-20
Dollar General,Groceries,Convenience Stores,,81.85,2023-05-15
Amazon,Groceries,Markets,,129.29,2023-03-30
Aliexpress,Clothes,Apparel,,202.54,2023-04-15
Gyomu Supermarket,Groceries,Miscellaneous Food Stores,,39.56,2023-05-12
Nintendo,Electronics,Mobile Accessories,,1953.54,2023-03-09
City Bus,Transportation,Public Transportation,4763,7.41,2023-04-04
Ikea,MISC,Stationery Goods,,0,2023-05-13
PQR Internet,Utilities,Utilities,,173.87,2023-03-06
CVS,Health,Pharmaceuticals,,279.23,2023-04-29
Burger King,Food,Meals,,86.35,2023-04-14
JUTC,Transportation,Bus Lines,4594,5.14,2023-03-15
CVS,Health,Pharmaceuticals,,42.78,2023-05-10
ABC Water,Utilities,Utilities,,67.82,2023-05-05
Tasty's,Food,Dining,,135.94,2023-04-05
Starbucks,Food,Meals,,107.29,2023-03-23
ABC Water,Utilities,Utilities,,79.23,2023-04-04
Aliexpress,MISC,Wholesale Clubs,,0,2023-03-23
Nintendo,Electronics,Electronics,,1334.1,2023-05-05
CVS,Health,Drug Stores,,326.82,2023-04-27
Seven Eleven,Groceries,Supermarkets,5462,144.49,2023-05-06
Samsung,Electronics,Electronics,5731,1664.38,2023-04-01
CVS,Health,Drug Stores,,498.85,2023-04-01
Walmart,Electronics,Computer Software Stores,,1494.73,2023-05-12
Walmart,Health,Health,,267.39,2023-05-12
Trader joe's,Groceries,Convenience Stores,,119.83,2023-03-14
CVS,Health,Drug Stores,,155.68,2023-03-15
GU,Clothes,Men's Clothing,,104.01,2023-03-15
City Hospital,MISC,Miscellaneous,,0,2023-03-29
XYZ Housing,Rent,Housing,,300,2023-03-04
XYZ Housing,Rent,Housing,,300,2023-04-16
Amazon,Health,Health,,55.08,2023-03-10
Walmart,MISC,Variety Stores,,0,2023-04-14
Aliexpress,Electronics,Gaming,,1301.94,2023-04-18
Aliexpress,Electronics,Gaming,,1124.37,2023-04-01
Walmart,Groceries,Convenience Stores,,145.47,2023-03-25
Lyft,Transportation,Public Transportation,,19.34,2023-03-10
Subway,Food,Fast Food Restaurants,,65.38,2023-03-20
ABC Apartments,Rent,Housing,,300,2023-04-08
Amazon,MISC,Miscellaneous,,0,2023-03-02
McDonalds,Food,Bars,,147.19,2023-03-22
Target,MISC,Department Stores,,0,2023-03-30
Costco,MISC,Miscellaneous,,0,2023-03-31
Carib,Entertainment,Tourist Attractions,,15.73,2023-04-29
Walmart,Health,Pharmaceuticals,,150.62,2023-03-03
Gyomu Supermarket,Groceries,Markets,5499,22.16,2023-04-02
Walmart,Electronics,Mobile Accessories,5725,1601.56,2023-03-19
Target,MISC,Miscellaneous,,0,2023-04-08
Walmart,Groceries,Markets,,85.04,2023-04-05
Carib,Entertainment,Tourist Attractions,,84.14,2023-05-08
Museum of History,Entertainment,Theaters,,93.28,2023-04-06
Nike,Clothes,Clothing & Shoes,,70.11,2023-03-06
Amazon,Health,Pharmaceuticals,,228.52,2023-03-17
XYZ Housing,Rent,Housing,6513,300,2023-04-14
Subway,Food,Bars,5814,108.33,2023-05-02
JUTC,Transportation,Local Transit,,9.12,2023-04-23
Adidas,Clothes,Accessories,,216.54,2023-03-12
Dentist,MISC,Variety Stores,,0,2023-04-09
H&M,Clothes,Clothing & Shoes,,60.59,2023-04-25
ABC Water,Utilities,Utilities,,146.16,2023-03-26
Main Street Condos,Rent,Housing,,300,2023-03-23
Juicy,Food,Meals,5814,129.15,2023-05-15
Burger King,Food,Fast Food Restaurants,,120.75,2023-04-15
Museum of History,Entertainment,Fair,,79.42,2023-04-10
XYZ Electricity,Utilities,Utilities,,74.75,2023-04-04
XYZ Housing,Rent,Housing,,300,2023-05-02
Seven Eleven,Groceries,Convenience Stores,,7.27,2023-05-04
Gyomu Supermarket,Groceries,Convenience Stores,,146.26,2023-04-25
Museum of History,Entertainment,Theaters,,82.58,2023-05-15
PQR Internet,Utilities,Utilities,,66.43,2023-05-03
Aliexpress,MISC,Variety Stores,,0,2023-04-18
Main Street Condos,Rent,Housing,,300,2023-05-04
Yellow Cab,Transportation,Bus Lines,,6.56,2023-04-22
Hilo,Groceries,Convenience Stores,,15.45,2023-04-03
Home Depot,MISC,Miscellaneous,,0,2023-03-08
Target,Electronics,Gaming,,257.15,2023-03-05
AMC Theaters,Entertainment,Amusement/Theme Parks,,35.29,2023-05-03
H&M,Clothes,Clothing & Shoes,,62.57,2023-03-08
City Bus,Transportation,Local Transit,,6.43,2023-03-11
Carib,Entertainment,Carnival,,55.28,2023-03-02
Trader joe's,Groceries,Convenience Stores,5499,48.72,2023-04-22
ABC Apartments,Rent,Housing,,300,2023-04-11
eBay,MISC,Miscellaneous,,0,2023-03-13
XYZ Housing,Rent,Housing,,300,2023-04-09
MNO Gas,Utilities,Utilities,,189.49,2023-04-08
Amazon,Health,Pharmaceuticals,5912,331.15,2023-03-28
Subway,Food,Fast Food Restaurants,5812,133.75,2023-04-21
City Park,Entertainment,Motion Picture Theaters,,104.07,2023-04-04
XYZ Housing,Rent,Housing,,300,2023-03-18
Nike,Clothes,Clothing & Shoes,5657,194.25,2023-03-19
Hilo,Groceries,Supermarkets,,44.12,2023-03-22
XYZ Housing,Rent,Housing,6513,300,2023-04-05
Walmart,Electronics,Computer Software Stores,,940.8,2023-04-02
Six Flags,Entertainment,Amusement/Theme Parks,,43.78,2023-03-27
Apple Store,Electronics,Computer Software Stores,5723,1538.97,2023-03-18
CVS,Health,Pharmaceuticals,,424.24,2023-04-04
Aliexpress,Clothes,Accessories,5630,101.77,2023-03-05
eBay,MISC,Variety Stores,,0,2023-04-06
Tobu Zoo,Entertainment,Motion Picture Theaters,,86.06,2023-03-14
Amazon,Clothes,Apparel,,65.84,2023-05-08
ABC Apartments,Rent,Housing,6513,300,2023-03-04
Dollar General,Groceries,Supermarkets,5422,17.31,2023-03-24
Dollar General,Groceries,Convenience Stores,,125.21,2023-05-13
Aliexpress,MISC,Variety Stores,,0,2023-04-10
XYZ Housing,Rent,Housing,6513,300,2023-05-12
AMC Theaters,Entertainment,Tourist Attractions,,79.26,2023-03-31
XYZ Housing,Rent,Housing,,300,2023-05-12
Dentist,MISC,Wholesale Clubs,,0,2023-03-18
Juicy,Food,Restaurant & Dining,5814,136.68,2023-04-06
Megamart,Groceries,Supermarkets,,10.43,2023-04-19
Walmart,Health,Pharmaceuticals,,47.33,2023-05-15
JUTC,Transportation,Local Transit,,15.19,2023-04-28
CVS,Health,Health,,454.59,2023-03-07
Aliexpress,MISC,Miscellaneous,,0,2023-04-18
Apple Store,Electronics,Mobile Accessories,,1984.97,2023-04-04
Best Buy,Electronics,Gaming,,1660.6,2023-03-26
Disney Land,Entertainment,Theaters,,89.44,2023-03-22
CVS,Health,Health,5912,262.42,2023-04-05
Burger King,Food,Meals,,77.59,2023-04-04
Target,Electronics,Mobile Accessories,,1054.68,2023-04-03
Gyomu Supermarket,Groceries,Convenience Stores,,125.03,2023-03-20
Gyomu Supermarket,Groceries,Specialty Food Markets,5462,12.19,2023-03-24
MNO Gas,Utilities,Utilities,,127.79,2023-03-12
Family Mart,Groceries,Convenience Stores,,63.73,2023-03-27
XYZ Electricity,Utilities,Utilities,4813,173.6,2023-03-09
PQR Internet,Utilities,Utilities,,116.43,2023-04-17
Hilo,Groceries,Markets,5499,99.41,2023-03-17
KFC,Food,Restaurant & Dining,,96.28,2023-05-04
Sega,Electronics,Mobile Accessories,,1717.66,2023-04-08
PQR Internet,Utilities,Utilities,,56.17,2023-04-09
Juicy,Food,Fast Food Restaurants,,127.29,2023-03-05
Tasty's,Food,Bars,5813,58.6,2023-05-05
Hilo,Groceries,Miscellaneous Food Stores,5499,136.05,2023-04-28
H&M,Clothes,Accessories,,262.02,2023-04-11
Dollar General,Groceries,Specialty Food Markets,,88.62,2023-05-11
Cabbie,Transportation,Bus Lines,,10.89,2023-03-29
Yellow Cab,Transportation,Bus Lines,4032,13.19,2023-05-09
ABC Water,Utilities,Utilities,,77.78,2023-05-12
MNO Gas,Utilities,Utilities,4887,54.98,2023-04-23
Home Depot,MISC,Stationery Goods,,0,2023-05-12
ABC Water,Utilities,Utilities,,58.84,2023-04-11
Main Street Condos,Rent,Housing,,300,2023-03-10
Ikea,MISC,Wholesale Clubs,7177,0,2023-03-19
Sony,Electronics,Mobile Accessories,5725,1593.35,2023-03-17
CVS,Health,Health,,88.54,2023-03-22
CVS,Health,Drug Stores,5912,80.73,2023-04-10
Donquiote,Clothes,Clothing & Shoes,,265.5,2023-04-02
Main Street Condos,Rent,Housing,6513,300,2023-04-25
Costco,MISC,Miscellaneous,,0,2023-03-17
Regal Cinemas,Entertainment,Motion Pictures,,53.08,2023-04-07
Juicy,Food,Meals,5814,80.7,2023-03-18
Amazon,Clothes,Apparel,,51.14,2023-05-14
ABC Water,Utilities,Utilities,,56.69,2023-03-01
Aliexpress,MISC,Wholesale Clubs,,0,2023-04-29
Walmart,Food,Dining,,125.04,2023-04-24
Dentist,MISC,Wholesale Clubs,,0,2023-03-06
Disney Land,Entertainment,Carnival,,39.41,2023-04-26
Lyft,Transportation,Local Transit,,18.13,2023-04-01
Target,Groceries,Supermarkets,,27.19,2023-04-30
MNO Gas,Utilities,Utilities,,84.16,2023-03-02
City Park,Entertainment,Motion Pictures,7998,10.25,2023-04-16
XYZ Electricity,Utilities,Utilities,,95.7,2023-05-05
City Bus,Transportation,Bus Lines,,8.47,2023-03-08
Panasonic,Electronics,Mobile Accessories,,1498.53,2023-03-28
Main Street Condos,Rent,Housing,,300,2023-05-14
Tasty's,Food,Meals,,64.95,2023-04-29
Tobu Zoo,Entertainment,Fair,,57.65,2023-04-09
Lyft,Transportation,Bus Lines,,5.38,2023-05-06
XYZ Electricity,Utilities,Utilities,,126.2,2023-05-12
AMC Theaters,Entertainment,Motion Pictures,,73.85,2023-03-09
Walmart,Clothes,Accessories,5602,276.65,2023-03-12
ABC Apartments,Rent,Housing,,300,2023-04-12
MNO Gas,Utilities,Utilities,,178.42,2023-03-30
McDonalds,Food,Meals,5814,41.03,2023-03-23
Puma,Clothes,Accessories,,29.73,2023-04-18
